"PID","Sale_Price"
906380170,195625.883047853
902204080,88304.1482936938
535478110,114775.649012854
908152270,150189.270592977
903458060,119147.475059069
907285100,240237.562742222
535377090,135386.631525514
527354200,189503.434288624
911128020,107459.810056898
533242030,229196.673996432
907135080,159068.100661328
902104020,140628.856034954
907414070,184951.431014005
528228450,189319.502232224
905425125,208576.797861275
534225110,154722.751125998
903427090,155389.295565811
902109080,113868.89704758
531452020,121538.563957887
534451020,74241.9725135644
531375120,166389.086292994
531451280,200431.531063699
907192030,183519.731980904
526350040,118611.395700408
534202030,140897.763841021
528172150,286047.842830757
908275240,102125.571055483
908151040,150021.255202729
528458130,327796.377608053
532378200,136885.370478805
535303030,173605.387062139
533208040,204349.793009891
905201110,168771.324928229
527126030,261363.490945529
907412080,187615.743573915
528142010,314525.193897877
916403020,183612.245730406
528120060,376044.5096481
904351280,125654.028264354
533244030,244987.949276425
924100070,170756.135224505
906392100,244839.181088284
905200350,157328.014715026
535125010,239380.724164766
907180120,212935.860282343
534251320,155516.637243821
527252050,325832.395404946
905451330,162985.922493548
527356020,263823.776671469
909131170,130501.089246035
528218030,187290.751149354
903454060,72509.3943567625
907252020,246658.964145513
923202060,136720.566468683
528435040,313914.510335745
905201080,158051.820881736
905300080,136935.848550283
905229040,159506.516334149
907254050,203288.133768946
903426160,157859.617837426
923228290,83144.5355278387
535402070,141344.510459054
909101080,85684.5970511877
535175030,159534.260296808
531475220,160924.609211195
903454010,126096.876262929
528228360,203258.200521101
534427010,149707.642881844
905476225,126153.437623076
907202050,150720.397607612
903227090,125326.860571268
907290230,147671.61214933
531375070,141956.963036788
534427140,150964.424272689
531452100,160787.182788201
528186100,327482.488703601
914476050,138957.155630985
535382130,152698.847510529
906226080,139442.767036369
902207120,85927.4485603733
531376050,178696.629937953
907295100,207145.229000778
903476090,107284.456221699
531375060,143348.104617182
535453150,142887.146712097
528106050,458891.362034585
535454060,84357.1529150968
528106070,343760.381088692
923229010,157175.703738551
908102050,106554.709199395
535425040,189257.993650306
533221030,174869.239592161
528427020,228617.693444801
535352080,110770.171450565
907203060,123980.875037135
903201080,170274.531529517
908188130,145030.7702435
907420080,193716.682116562
908186070,145440.252553255
531382090,180593.942657794
527353080,179053.235645578
533350050,324412.373267348
528218130,215817.742805512
534403100,158632.321866325
905402070,115167.35992431
