"PID","Sale_Price"
910251050,65490.1180551371
903454090,133051.875907928
528253010,200369.516313792
527183060,223272.489947534
907135180,125177.585652046
906380110,225620.339418837
907192020,185604.886294052
902402150,80970.6200654597
909276170,175843.426987598
906412010,396380.880023066
905452140,145115.964429296
531376030,187296.44698037
534277070,116698.241045981
910202060,117983.271137638
906226080,139444.699213309
903231090,138151.058650212
527359010,177941.118222185
923228370,90372.4070339352
906402060,244843.960439227
903426010,128118.435692358
905200350,157311.688686135
535353130,114117.337837868
907285040,257204.260489377
923252080,120439.73688431
909250160,102378.929547574
907135230,152602.568598794
907131120,196708.595272157
532476050,253553.058673598
905104110,140781.540064951
528104080,433684.339584413
528181070,223502.38355708
907285020,225153.008856472
534129370,148752.347879308
907401080,209449.072743696
528348030,265577.049671436
905475500,78755.0876483471
903453080,194417.420394603
903232090,146399.124290453
531363080,148502.577015612
528174030,193894.055946762
534129380,129836.745101605
528431020,241416.953948547
532376040,121158.888583783
903201020,127373.825727875
905105170,124287.539789231
533210010,165466.445125891
902201130,116158.978069546
532378220,126182.572930587
902405120,113604.856368707
907414060,186923.668602272
528222020,180877.367973928
923203190,160958.29350783
903233080,157542.944972187
531450120,197812.244615097
907181090,199862.75575892
528166150,339970.401608606
905480160,102475.26960223
534475170,171729.266481769
914478045,150487.19418183
531371070,201312.866430687
527165170,173830.596546391
905202230,208563.172659562
909425180,214904.312364737
528315110,320197.912579144
907192130,221337.826082276
526355190,309937.554569207
909176080,169345.11327516
535353180,202661.200222041
535300040,130313.784502831
905200160,99452.0760698092
528458060,196984.095587309
907254050,203285.576033779
527163040,175214.737143548
531452260,171644.764275661
528222040,196193.296119843
923225360,98824.5797762791
535457040,131132.521935781
904100170,137956.865768911
528218060,174546.457570808
908188150,150475.557636063
534252110,134478.853541322
909281030,130053.865373668
527354050,181423.945298326
909275020,159294.262199658
907414070,184949.818654887
924151040,275185.454276335
903452025,95584.7081581904
528280130,189857.291144241
528181030,196137.217484111
533221030,174876.028625115
533208070,165526.555845777
902207120,85922.5504462782
533205110,220046.537313135
533212110,154991.099639591
923276250,140148.801755781
527183030,207380.850392647
906402200,301087.792757797
527106140,193108.791472793
535383070,118256.591423387
528174040,200831.189380412
903481130,90399.4379398722
528106010,353531.044056452
533223100,148900.298624303
528188090,168364.845589014
526353030,263477.599744239
911103060,103692.698577475
533251120,161015.591224983
533254100,176641.180851248
909426090,137949.662858227
904352190,137324.102479805
910226040,156824.351374459
908130020,133262.97301734
528458130,327809.386873782
907251100,256661.42358574
528429050,243736.774692519
531450030,191435.099158092
535152070,141831.017168026
535402010,184850.045157964
533212020,165104.009233516
528102100,265484.10894238
532376070,118281.127956386
902305090,86219.4322028136
909425085,261339.062270609
534177180,250326.154194482
526351100,167649.92940634
528150090,368919.821839207
528348010,246580.022708182
903430060,136634.73767677
534402060,147062.914728525
533206060,198331.105650612
907285010,227593.827089518
907265100,212648.730313909
535327230,103108.247151193
535103050,211357.763643348
528488140,212143.190271791
905352180,228256.130296368
528178070,354311.962850379
531479020,83221.159281691
907201280,132234.931589763
902103090,116980.509370362
527180040,196962.956573245
902128075,108731.048610978
907290240,144128.966556898
528235190,191010.133663013
527455100,139568.956038169
533130020,235705.189567076
903476090,107367.956956341
533212010,155718.823257687
528292030,268896.910259109
535353240,169780.857800282
535475010,152451.762447572
908127120,115944.371430588
923226320,84903.4284390169
909452050,220610.208623837
905427030,272617.962947525
923225510,134135.518169916
902302150,138263.786819931
528222010,279762.136430119
902106040,169115.601653386
903236040,110878.127070252
527455240,114496.237767783
905227050,138311.37908607
906380180,191295.159893751
923228390,77221.0431250172
527365010,271285.979919919
535376060,144242.368823545
528429080,276307.800032885
905107300,164070.62465231
909475020,241546.301647894
527403310,148868.668654391
528228340,196965.405495571
903231060,37577.7959224966
534202160,141831.611561636
907192150,188172.134152185
527163080,156966.619972155
528228430,195962.922201588
914467050,204329.402901445
909175080,46715.7685102751
902206040,134016.793899453
916477060,292374.16914548
911204100,78720.2234717417
528480150,197006.76953163
909254090,168016.929427481
905228050,38048.3274903603
907425010,149058.804020149
906201021,163036.790305581
902207110,77165.0219016174
911370520,280665.735388053
534427140,150970.959996028
528431030,222173.35447874
904302030,160908.527194015
923201020,141947.852990997
905103110,123293.729185817
907285050,190052.282220674
905475150,130542.165864693
528427070,225718.874049743
534178010,135004.98589574
908154195,453670.203217181
909281130,262264.696691354
534175010,151044.6145109
528174050,197525.572739045
910200040,112287.261921561
905477010,97802.7997806376
535154050,127689.826555182
923275140,116778.914044365
905475160,122576.582403635
528382020,314433.103184239
533213140,168465.612435523
906392090,257600.892021727
906340090,357517.333246327
527453070,132923.109445826
903236010,122139.884613261
534431020,136603.283462317
534250410,194378.112862378
916253320,285132.940161126
923203100,169907.666837471
528221010,186565.924465401
527110020,159495.984248687
527454130,139020.203692345
902206270,132548.879445329
535454050,82474.6332977691
527107130,175361.108974783
532376180,114631.630288919
913350030,209811.511728896
534276290,108737.051105595
532354070,140461.154403274
535154130,145226.706621644
909427200,161033.614987577
534252060,146854.306399704
527451550,108957.227436163
923275200,130765.666491906
906225210,163084.344456291
527161010,176823.903208586
907405030,220921.02926367
535327140,110951.197853188
916475100,307962.757560888
905402070,115142.158652751
527302175,180990.687632382
903202170,138142.410034521
906426090,174711.608423016
910202100,120287.801614141
909451180,125266.113827286
905100060,129168.561881141
527355280,206678.346138322
909275110,190350.641036482
527302020,184978.070841217
534250400,190557.069312443
903235020,94426.7502235834
528222030,185025.483888827
528477050,361782.231760105
533208020,226010.599613609
531452180,203108.366741473
909428180,191149.310836532
907262020,189595.032646666
535300120,175061.555829788
907275090,224666.988462541
903458110,103327.954705429
532376160,135820.394478577
528363050,323516.284933352
528458040,228670.154641096
527208010,376198.474624103
907185050,199841.685153733
527356050,141135.294695312
923203110,159285.747027416
905105040,114496.748030434
534475185,156002.429593439
907194160,207649.983108167
909254140,110547.361888489
902401130,149953.39197279
905108120,159925.92944447
908275300,149992.306500778
533221100,173365.694676914
533236060,201111.187452224
532377140,127942.124619038
527164060,169120.940427153
902301130,114678.447487041
528315090,328537.700812844
923225050,130105.399311359
902128020,98012.0690375105
528280230,230931.056208181
527358200,173137.071730203
907187080,188692.089535861
905427010,193826.500943225
905325020,260756.943534282
909254070,166460.327676448
905351045,180388.788040979
902205090,115164.427799401
535150280,132627.437090955
533253160,184708.56265392
532377130,136757.18568305
535478070,135487.3575452
905451050,149664.567084543
902102100,113845.184124712
905201090,160655.40292127
