"PID","Sale_Price"
910251050,67433.3870246484
903454090,131757.854930826
528253010,227535.391726718
527183060,209857.85017638
907135180,131397.846102061
906380110,244168.747390621
907192020,187085.737652729
902402150,98478.6284308963
909276170,191354.748793306
906412010,397147.166397897
905452140,146623.198545214
531376030,186877.460441439
534277070,122503.361011899
910202060,113635.026579728
906226080,143198.540702889
903231090,134105.768749253
527359010,183661.314006263
923228370,92562.7657863329
906402060,257056.523928759
903426010,126722.133682371
905200350,146017.587127102
535353130,122165.959037673
907285040,268159.746253334
923252080,125926.657505351
909250160,96157.9329330988
907135230,152916.287814199
907131120,198993.395856245
532476050,240111.528187646
905104110,142121.564296565
528104080,426396.215023365
528181070,216001.167775032
907285020,231801.514064686
534129370,161235.695467954
907401080,220207.010860986
528348030,267925.33787911
905475500,85581.0959508401
903453080,196240.572399905
903232090,150790.816510258
531363080,139429.318191131
528174030,197862.337974571
534129380,136703.044219461
528431020,253414.177574381
532376040,135441.184556557
903201020,146378.698765856
905105170,125370.656969144
533210010,170805.166480458
902201130,119173.921867433
532378220,121859.930788985
902405120,117072.248491839
907414060,186264.321563803
528222020,175743.57877739
923203190,175483.652666318
903233080,150991.846439315
531450120,199877.808651029
907181090,206939.336567842
528166150,341577.268034291
905480160,95736.473632366
534475170,170783.991768031
914478045,152747.21584036
531371070,193377.500934787
527165170,176653.323321198
905202230,199376.35005335
909425180,198178.656736913
528315110,339216.907594619
907192130,215603.141071828
526355190,258563.436991379
909176080,176572.98153171
535353180,204494.678798566
535300040,129458.45567311
905200160,108396.973780014
528458060,204444.954407604
907254050,206460.915373983
527163040,178374.485858522
531452260,171806.785769349
528222040,192291.566379762
923225360,89908.8232750759
535457040,128709.247113891
904100170,137232.980564642
528218060,169482.576878289
908188150,133306.525171621
534252110,129792.354241454
909281030,127487.371375177
527354050,189744.155246791
909275020,151083.600424593
907414070,189562.745033333
924151040,263670.93885748
903452025,95957.3121703503
528280130,193083.57598379
528181030,194893.993606674
533221030,177585.05090522
533208070,166269.962539203
902207120,89267.6139488725
533205110,216829.201853868
533212110,150016.406924602
923276250,160730.290444834
527183030,195696.908706816
906402200,300948.261924476
527106140,188062.804027274
535383070,123793.347771015
528174040,199134.448567746
903481130,86105.120943619
528106010,323061.008787666
533223100,144428.230260969
528188090,163689.375762386
526353030,253612.670111252
911103060,132827.721808546
533251120,165256.330733528
533254100,181503.072795925
909426090,146990.714165612
904352190,130240.962452222
910226040,149978.069923108
908130020,132875.866798783
528458130,321104.086639061
907251100,250418.583231756
528429050,225619.197314602
531450030,193969.468551203
535152070,145921.116525893
535402010,199624.446983034
533212020,156657.140894906
528102100,261312.081839525
532376070,129117.904538061
902305090,78650.4020711108
909425085,244106.349564774
534177180,253907.915780111
526351100,167383.807107371
528150090,359996.628484772
